method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,sumo_summary_teleports,sumo_summary_collisions,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,bo_batch_slot,hold_feasibility,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,31,3,6,bo_r31_003_tl75_dt224_ge47_qr1_tau80,75,224,47,0.01,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,619165.75,-309652.41,1547983.91,83.55,37.07,ei,local,False,local_constrained,0.44633317868500444,24.52,8.32,5.34,6.54,4.94,24.52,9.05,24.52,9.79,3.19935464,5,0.657449,277.55,,,
BO,20260607,31,4,6,bo_r31_004_tl84_dt168_ge45_qr0_tau77,84,168,45,0.0,0.77,0.00,486.66,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,201,1,26,-163816.62,-723260.19,395626.95,52.42,35.37,surrogate_mean_rank,trust_region,False,local_constrained,0.4288537416900917,23.09,8.24,5.23,6.30,4.70,23.09,8.35,23.09,9.32,3.13938941,5,0.648875,44.24,,,
BO,20260607,31,5,6,bo_r31_005_tl92_dt224_ge0_qr7_tau70,92,224,0,0.07,0.7,350.92,438.61,1000358.89,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,3,3,3,1066,1,114,507418.48,-472518.29,1487355.26,87.10,45.06,ei,global,False,global_ei,0.5224327412348476,20.08,7.64,4.65,5.91,3.76,20.08,5.74,20.08,7.96,2.99994258,5,0.441354,358.89,,,
BO,20260607,31,6,6,bo_r31_006_tl41_dt112_ge25_qr100_tau85,41,112,25,1.0,0.85,467.92,315.25,1000454.04,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,520,0,56,506348.34,-473596.47,1486293.15,99.39,21.83,ei,global,False,space_filling,0.2201928930349347,18.53,4.86,3.38,4.35,3.67,18.53,7.91,18.53,7.12,2.91919251,5,0.846540,454.04,,,
BO,20260607,32,1,6,bo_r32_001_tl91_dt194_ge46_qr9_tau80,91,194,46,0.09,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-31005.38,-70829.11,8818.34,0.00,15.73,stable_success_lattice,stable_success,False,stable,0.22590009128771787,11.27,3.97,2.54,3.03,2.33,11.27,4.23,11.27,4.56,2.42180354,5,0.712462,296.22,,,
BO,20260607,32,2,6,bo_r32_002_tl89_dt198_ge46_qr9_tau80,89,198,46,0.09,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-25754.86,-58445.71,6935.99,0.00,15.73,stable_success_lattice,stable_success,False,stable,0.22590009128771793,11.19,3.92,2.51,3.00,2.31,11.19,4.20,11.19,4.52,2.41482398,5,0.707506,296.22,,,
BO,20260607,32,3,6,bo_r32_003_tl72_dt224_ge48_qr0_tau78,72,224,48,0.0,0.78,320.92,446.11,1000332.30,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,1,1,1,246,1,31,85880.65,-429967.56,601728.86,51.91,36.38,surrogate_mean_rank,local,False,local_constrained,0.4961084023469199,23.09,7.87,5.03,6.20,4.61,23.09,8.37,23.09,9.20,3.13933006,5,0.630607,332.30,,,
BO,20260607,32,4,6,bo_r32_004_tl74_dt224_ge50_qr5_tau79,74,224,50,0.05,0.79,0.00,466.18,1000042.38,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,170,1,25,314855.16,-455487.83,1085198.15,86.96,36.34,ei,local,False,local_constrained,0.42028678400900155,24.27,8.22,5.29,6.46,4.89,24.27,9.00,24.27,9.69,3.18906603,5,0.663902,42.38,,,
BO,20260607,32,5,6,bo_r32_005_tl110_dt207_ge19_qr65_tau83,110,207,19,0.65,0.83,595.92,294.04,1000568.48,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,2,2,2,755,1,76,457016.55,-519503.12,1433536.22,62.63,50.83,ei,global,False,global_ei,0.8140406628084917,42.03,14.16,9.23,10.93,8.81,42.03,16.77,42.03,16.99,3.73839579,5,0.824388,568.48,,,
BO,20260607,32,6,6,bo_r32_006_tl73_dt91_ge2_qr1_tau88,73,91,2,0.01,0.88,0.00,501.24,1000045.57,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,1,1,1,527,1,73,543017.39,-436413.82,1522448.61,18.58,8.00,ei,global,False,space_filling,0.4333625535985826,5.10,1.61,1.05,1.32,1.00,5.10,1.90,5.10,2.00,1.62992846,5,0.633998,45.57,,,
BO,20260607,33,1,6,bo_r33_001_tl88_dt198_ge46_qr9_tau79,88,198,46,0.09,0.79,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,7801.91,-22641.69,38245.52,0.00,15.73,stable_success_lattice,stable_success,False,stable,0.22593693013043803,10.99,3.86,2.47,2.96,2.26,10.99,4.10,10.99,4.44,2.39658957,5,0.694609,296.22,,,
BO,20260607,33,2,6,bo_r33_002_tl91_dt194_ge46_qr9_tau81,91,194,46,0.09,0.81,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-4879.59,-31467.88,21708.70,0.00,15.59,stable_success_lattice,stable_success,False,stable,0.22382643601318242,11.34,3.98,2.55,3.04,2.35,11.34,4.29,11.34,4.59,2.42790308,5,0.723462,296.22,,,
BO,20260607,33,3,6,bo_r33_003_tl74_dt189_ge44_qr8_tau83,74,189,44,0.08,0.83,0.00,487.23,1000044.29,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,195,1,26,683408.57,-213047.05,1579864.19,79.89,37.69,ei,local,False,local_constrained,0.47416341502235504,26.74,8.82,5.72,6.99,5.42,26.74,10.22,26.74,10.65,3.28601433,5,0.705758,44.29,,,
BO,20260607,33,4,6,bo_r33_004_tl79_dt168_ge44_qr11_tau80,79,168,44,0.11,0.8,0.00,487.23,1000044.29,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,195,1,26,659219.44,-230560.65,1548999.54,84.65,35.28,ei,local,False,local_constrained,0.4190332028276299,24.67,8.37,5.40,6.54,5.02,24.67,9.30,24.67,9.89,3.20568942,5,0.695538,44.29,,,
BO,20260607,33,5,6,bo_r33_005_tl96_dt214_ge50_qr92_tau83,96,214,50,0.92,0.83,499.92,309.47,1000482.61,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_timeout,True,False,1,1,1,356,0,39,510769.47,-469023.70,1490562.64,159.46,43.60,ei,global,False,global_ei,0.2735916577629998,41.94,13.47,8.95,10.55,8.88,41.94,17.63,41.94,16.90,3.73628217,5,0.961345,482.61,,,
BO,20260607,33,6,6,bo_r33_006_tl48_dt206_ge1_qr71_tau71,48,206,1,0.71,0.71,340.92,444.19,350.31,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,1060,1,102,515732.91,-464035.73,1495501.54,81.05,22.43,ei,global,False,space_filling,0.27900774717849836,12.01,3.26,2.17,3.01,2.16,12.01,4.30,12.01,4.48,2.48540109,5,0.530945,350.31,,,
BO,20260607,34,1,6,bo_r34_001_tl88_dt197_ge46_qr9_tau80,88,197,46,0.09,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,344.55,-18397.87,19086.96,0.00,15.66,stable_success_lattice,stable_success,False,stable,0.2248954268950972,11.11,3.89,2.49,2.98,2.29,11.11,4.17,11.11,4.49,2.40809253,5,0.705899,296.22,,,
BO,20260607,34,2,6,bo_r34_002_tl92_dt194_ge46_qr7_tau81,92,194,46,0.07,0.81,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,21498.72,-24944.28,67941.73,0.00,15.59,stable_success_lattice,stable_success,False,stable,0.22378896910186946,11.29,3.98,2.55,3.03,2.34,11.29,4.26,11.29,4.57,2.42371539,5,0.720559,296.22,,,
BO,20260607,34,3,6,bo_r34_003_tl82_dt192_ge45_qr0_tau81,82,192,45,0.0,0.81,0.00,486.66,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,201,1,26,581259.93,-156739.08,1319258.94,115.34,44.25,ei,trust_region,False,local_constrained,0.3858207208822183,30.35,10.50,6.73,8.13,6.19,30.35,11.30,30.35,12.20,3.41292947,5,0.682116,44.24,,,
BO,20260607,34,4,6,bo_r34_004_tl79_dt203_ge45_qr0_tau79,79,203,45,0.0,0.79,0.00,486.66,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,201,1,26,411951.24,-382098.15,1206000.63,103.43,41.89,ei,local,False,local_constrained,0.4074899049551266,27.45,9.51,6.08,7.39,5.55,27.45,10.03,27.45,11.00,3.31228098,5,0.651232,44.24,,,
BO,20260607,34,5,6,bo_r34_005_tl77_dt185_ge44_qr18_tau85,77,185,44,0.18,0.85,0.00,487.23,1000044.29,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,195,1,26,748216.64,-104579.72,1601013.01,102.19,37.26,ei,global,False,global_ei,0.36620219869756454,28.39,9.25,6.05,7.33,5.81,28.39,11.15,28.39,11.33,3.34597686,5,0.758611,44.29,,,
BO,20260607,34,6,6,bo_r34_006_tl88_dt153_ge0_qr100_tau81,88,153,0,1.0,0.81,322.92,451.52,334.61,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,1065,0,105,552663.53,-413656.97,1518984.02,46.38,10.85,ei,global,False,space_filling,0.23488786797938083,8.70,2.64,1.76,2.17,1.76,8.70,3.54,8.70,3.43,2.16318218,5,0.798567,334.61,,,
BO,20260607,35,1,6,bo_r35_001_tl89_dt198_ge46_qr9_tau81,89,198,46,0.09,0.81,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,-3450.24,-23957.72,17057.24,0.00,15.59,stable_success_lattice,stable_success,False,stable,0.22382643601318228,11.26,3.93,2.52,3.01,2.32,11.26,4.26,11.26,4.55,2.42103000,5,0.718506,296.22,,,
BO,20260607,35,2,6,bo_r35_002_tl92_dt194_ge46_qr9_tau80,92,194,46,0.09,0.8,279.92,459.23,296.22,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,286,1,29,1438.03,-14897.48,17773.54,0.00,15.59,stable_success_lattice,stable_success,False,stable,0.22378896910186946,11.19,3.96,2.53,3.01,2.32,11.19,4.21,11.19,4.54,2.41507373,5,0.714359,296.22,,,
BO,20260607,35,3,6,bo_r35_003_tl82_dt182_ge45_qr8_tau76,82,182,45,0.08,0.76,0.00,486.66,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,201,1,26,682718.46,80409.73,1285027.19,133.71,42.93,ei,trust_region,False,local_constrained,0.3230441859168349,28.04,9.88,6.29,7.61,5.69,28.04,10.18,28.04,11.28,3.33369984,5,0.649218,44.24,,,
BO,20260607,35,4,6,bo_r35_004_tl82_dt194_ge45_qr12_tau79,82,194,45,0.12,0.79,0.00,486.66,1000044.24,277.55,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,0,0,201,1,26,496374.57,-46881.69,1039630.84,115.23,39.73,ei,trust_region,False,local_constrained,0.34664661098024085,27.50,9.45,6.07,7.34,5.61,27.50,10.29,27.50,11.04,3.31400788,5,0.688336,44.24,,,
BO,20260607,35,5,6,bo_r35_005_tl48_dt218_ge17_qr51_tau77,48,218,17,0.51,0.77,450.92,319.44,438.97,277.55,0.00,PASS,,recovery_timeout,True,False,0,0,0,684,1,66,503897.02,-475550.29,1483344.33,81.10,34.61,ei,global,False,global_ei,0.4298434365287338,20.83,5.82,3.89,5.20,3.90,20.83,7.81,20.83,7.91,3.03625000,5,0.597463,438.97,,,
BO,20260607,35,6,6,bo_r35_006_tl108_dt117_ge3_qr3_tau87,108,117,3,0.03,0.87,374.92,441.99,1000381.02,277.55,1000000.00,FAIL,sumo_summary_teleport_collision,recovery_detected,True,False,3,3,3,885,1,101,492211.98,-482373.82,1466797.78,13.98,6.31,ei,global,False,space_filling,0.4542317347071267,4.38,1.55,0.99,1.18,0.90,4.38,1.62,4.38,1.77,1.47696291,5,0.689910,381.02,,,
BO,20260607,36,1,6,bo_r36_001_tl90_dt197_ge47_qr8_tau80,90,197,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-5426.95,-28492.47,17638.57,723.76,723.76,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.175369,,,,,,,,,,,,,277.55,,,
BO,20260607,36,2,6,bo_r36_002_tl90_dt200_ge47_qr7_tau79,90,200,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,16780.98,-10952.81,44514.76,723.74,723.74,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.173584,,,,,,,,,,,,,277.55,,,
BO,20260607,36,3,6,bo_r36_003_tl90_dt195_ge47_qr8_tau80,90,195,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,31869.13,4961.15,58777.11,723.68,723.68,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.168017,,,,,,,,,,,,,277.55,,,
BO,20260607,36,4,6,bo_r36_004_tl90_dt197_ge47_qr7_tau79,90,197,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,12871.84,-10539.35,36283.03,723.66,723.66,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.166016,,,,,,,,,,,,,277.55,,,
BO,20260607,36,5,6,bo_r36_005_tl90_dt198_ge47_qr8_tau80,90,198,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-3386.48,-37579.72,30806.76,723.33,723.33,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.177083,,,,,,,,,,,,,277.55,,,
BO,20260607,36,6,6,bo_r36_006_tl90_dt194_ge47_qr8_tau80,90,194,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,68553.57,22672.56,114434.57,723.23,723.23,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.167041,,,,,,,,,,,,,277.55,,,
BO,20260607,37,1,6,bo_r37_001_tl90_dt193_ge47_qr8_tau80,90,193,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,7376.58,-9359.63,24112.79,723.68,723.68,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.168017,,,,,,,,,,,,,277.55,,,
BO,20260607,37,2,6,bo_r37_002_tl90_dt196_ge47_qr7_tau79,90,196,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,5040.47,-11083.75,21164.69,723.61,723.61,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.160821,,,,,,,,,,,,,277.55,,,
BO,20260607,37,3,6,bo_r37_003_tl91_dt194_ge47_qr8_tau80,91,194,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,42985.03,3403.76,82566.29,723.34,723.34,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.177948,,,,,,,,,,,,,277.55,,,
BO,20260607,37,4,6,bo_r37_004_tl90_dt192_ge47_qr8_tau80,90,192,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,11870.26,-8835.78,32576.29,723.27,723.27,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.170863,,,,,,,,,,,,,277.55,,,
BO,20260607,37,5,6,bo_r37_005_tl90_dt195_ge47_qr7_tau79,90,195,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,8654.99,-10687.83,27997.81,723.13,723.13,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.157479,,,,,,,,,,,,,277.55,,,
BO,20260607,37,6,6,bo_r37_006_tl90_dt196_ge47_qr9_tau80,90,196,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,32089.30,-12136.00,76314.60,723.28,723.28,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.182837,,,,,,,,,,,,,277.55,,,
BO,20260607,38,1,6,bo_r38_001_tl90_dt191_ge47_qr8_tau80,90,191,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,4094.45,-11758.71,19947.62,723.76,723.76,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.175369,,,,,,,,,,,,,277.55,,,
BO,20260607,38,2,6,bo_r38_002_tl90_dt194_ge47_qr7_tau79,90,194,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,4590.29,-10546.61,19727.19,723.57,723.57,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.156321,,,,,,,,,,,,,277.55,,,
BO,20260607,38,3,6,bo_r38_003_tl90_dt190_ge47_qr8_tau80,90,190,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,7190.45,-12091.29,26472.19,723.37,723.37,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.181259,,,,,,,,,,,,,277.55,,,
BO,20260607,38,4,6,bo_r38_004_tl91_dt192_ge47_qr8_tau80,91,192,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,5301.67,-13428.38,24031.71,723.37,723.37,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.181259,,,,,,,,,,,,,277.55,,,
BO,20260607,38,5,6,bo_r38_005_tl90_dt194_ge47_qr9_tau80,90,194,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,683.84,-18130.60,19498.27,723.36,723.36,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.180487,,,,,,,,,,,,,277.55,,,
BO,20260607,38,6,6,bo_r38_006_tl90_dt193_ge47_qr7_tau79,90,193,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,7532.39,-10190.68,25255.47,723.13,723.13,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.157479,,,,,,,,,,,,,277.55,,,
BO,20260607,39,1,6,bo_r39_001_tl90_dt189_ge47_qr8_tau80,90,189,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3919.52,-11335.59,19174.63,723.89,723.89,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.188255,,,,,,,,,,,,,277.55,,,
BO,20260607,39,2,6,bo_r39_002_tl90_dt192_ge47_qr7_tau79,90,192,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,4478.07,-10163.05,19119.19,723.61,723.61,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.160821,,,,,,,,,,,,,277.55,,,
BO,20260607,39,3,6,bo_r39_003_tl90_dt188_ge47_qr8_tau80,90,188,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,6216.54,-12030.61,24463.68,723.52,723.52,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.196118,,,,,,,,,,,,,277.55,,,
BO,20260607,39,4,6,bo_r39_004_tl90_dt192_ge47_qr9_tau80,90,192,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-937.35,-18521.51,16646.80,723.39,723.39,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.183697,,,,,,,,,,,,,277.55,,,
BO,20260607,39,5,6,bo_r39_005_tl90_dt191_ge47_qr7_tau79,90,191,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,6792.37,-10197.46,23782.20,723.22,723.22,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.166016,,,,,,,,,,,,,277.55,,,
BO,20260607,39,6,6,bo_r39_006_tl90_dt190_ge47_qr9_tau80,90,190,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,-262.33,-23691.78,23167.13,723.38,723.38,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.192664,,,,,,,,,,,,,277.55,,,
BO,20260607,40,1,6,bo_r40_001_tl90_dt187_ge47_qr8_tau80,90,187,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3687.50,-11082.28,18457.29,724.05,724.05,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.204651,,,,,,,,,,,,,277.55,,,
BO,20260607,40,2,6,bo_r40_002_tl90_dt189_ge47_qr9_tau80,90,189,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,240.38,-15257.02,15737.79,723.99,723.99,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.198857,,,,,,,,,,,,,277.55,,,
BO,20260607,40,3,6,bo_r40_003_tl90_dt190_ge47_qr7_tau79,90,190,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3913.35,-10449.60,18276.29,723.73,723.73,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.172667,,,,,,,,,,,,,277.55,,,
BO,20260607,40,4,6,bo_r40_004_tl90_dt186_ge47_qr8_tau80,90,186,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,5286.02,-12098.12,22670.16,723.69,723.69,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.213703,,,,,,,,,,,,,277.55,,,
BO,20260607,40,5,6,bo_r40_005_tl90_dt188_ge47_qr9_tau80,90,188,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,904.25,-16799.88,18608.39,723.62,723.62,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.205935,,,,,,,,,,,,,277.55,,,
BO,20260607,40,6,6,bo_r40_006_tl90_dt189_ge47_qr7_tau79,90,189,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,5530.00,-11010.13,22070.13,723.36,723.36,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.180415,,,,,,,,,,,,,277.55,,,
BO,20260607,41,1,6,bo_r41_001_tl104_dt186_ge38_qr12_tau77,104,186,38,0.12,0.77,410.92,436.49,413.24,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,231,1,41,177818.73,-576849.52,932486.97,518.33,518.33,pass_focus_success_lattice,pass_focus_local,True,pass_focus,0.652042,,,,,,,,,,,,,413.24,,,
BO,20260607,41,2,6,bo_r41_002_tl90_dt185_ge47_qr8_tau80,90,185,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,2808.76,-11693.21,17310.74,724.24,724.24,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.223161,,,,,,,,,,,,,277.55,,,
BO,20260607,41,3,6,bo_r41_003_tl90_dt187_ge47_qr9_tau80,90,187,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,565.50,-13699.81,14830.81,724.14,724.14,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.213734,,,,,,,,,,,,,277.55,,,
BO,20260607,41,4,6,bo_r41_004_tl90_dt188_ge47_qr7_tau79,90,188,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3036.43,-11156.51,17229.36,723.89,723.89,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.188973,,,,,,,,,,,,,277.55,,,
BO,20260607,41,5,6,bo_r41_005_tl90_dt184_ge47_qr8_tau80,90,184,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,3694.96,-13171.15,20561.06,723.89,723.89,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.232938,,,,,,,,,,,,,277.55,,,
BO,20260607,41,6,6,bo_r41_006_tl90_dt186_ge47_qr9_tau80,90,186,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,1039.22,-15193.27,17271.71,723.78,723.78,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.222115,,,,,,,,,,,,,277.55,,,
BO,20260607,42,1,6,bo_r42_001_tl90_dt183_ge47_qr8_tau80,90,183,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,1963.33,-12357.00,16283.65,724.43,724.43,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.242968,,,,,,,,,,,,,277.55,,,
BO,20260607,42,2,6,bo_r42_002_tl90_dt185_ge47_qr9_tau80,90,185,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,542.80,-13391.40,14476.99,724.31,724.31,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.230967,,,,,,,,,,,,,277.55,,,
BO,20260607,42,3,6,bo_r42_003_tl90_dt182_ge47_qr8_tau80,90,182,47,0.08,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,2331.04,-14185.51,18847.58,724.09,724.09,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.253202,,,,,,,,,,,,,277.55,,,
BO,20260607,42,4,6,bo_r42_004_tl90_dt184_ge47_qr9_tau80,90,184,47,0.09,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,763.59,-15051.50,16578.67,723.96,723.96,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.240201,,,,,,,,,,,,,277.55,,,
BO,20260607,42,5,6,bo_r42_005_tl90_dt186_ge47_qr7_tau79,90,186,47,0.07,0.79,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,2950.19,-12821.59,18721.96,723.63,723.63,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.207731,,,,,,,,,,,,,277.55,,,
BO,20260607,42,6,6,bo_r42_006_tl90_dt184_ge47_qr7_tau80,90,184,47,0.07,0.8,259.92,453.83,277.55,277.55,0.00,PASS,,recovery_detected,True,False,0,0,0,190,1,30,30416.24,-3621.63,64454.11,723.75,723.75,pass_focus_success_lattice,pass_focus_stable,True,pass_focus,0.230428,,,,,,,,,,,,,277.55,,,
